Instante de Tempo t,Fila de pedidos,Em produção,Prontos
82,"13561, 11269, 78154, 63405, 54339, 28789, 96381, 32970, 51545, 52875, 12028, 63054, 51064, 50733, 90108, 18741, 91174, 49542, 37555, 79528, 95675, 49221, 31234, 70998, 79005, 62968, 34554, 44477, 32002, 37201, 87221, 12211, 48265, 14923, 20667, 93624, 94270, 70717, 47848, 26273, 40808, 25375, 44902, 33426, 79315, 59341, 50389, 31301, 74017, 80513, 20703, 84601, 25037, 33936, 65040, 65805, 52090, 70124, 21670, 52276, 44114, 83066, 71224, 74499, 56914, 54667, 96534, 46051, 47448, 94483, 85371, 55046, 86434, 68143, 71624, 89317","47299","98912,69376,14448,74826,"
83,"13561, 11269, 78154, 63405, 54339, 28789, 96381, 32970, 51545, 52875, 12028, 63054, 51064, 50733, 90108, 18741, 91174, 49542, 37555, 79528, 95675, 49221, 31234, 70998, 79005, 62968, 34554, 44477, 32002, 37201, 87221, 12211, 48265, 14923, 20667, 93624, 94270, 70717, 47848, 26273, 40808, 25375, 44902, 33426, 79315, 59341, 50389, 31301, 74017, 80513, 20703, 84601, 25037, 33936, 65040, 65805, 52090, 70124, 21670, 52276, 44114, 83066, 71224, 74499, 56914, 54667, 96534, 46051, 47448, 94483, 85371, 55046, 86434, 68143, 71624, 89317, 77965","47299","98912,69376,14448,74826,"
84,"13561, 11269, 78154, 63405, 54339, 28789, 96381, 32970, 51545, 52875, 12028, 63054, 51064, 50733, 90108, 18741, 91174, 49542, 37555, 79528, 95675, 49221, 31234, 70998, 79005, 62968, 34554, 44477, 32002, 37201, 87221, 12211, 48265, 14923, 20667, 93624, 94270, 70717, 47848, 26273, 40808, 25375, 44902, 33426, 79315, 59341, 50389, 31301, 74017, 80513, 20703, 84601, 25037, 33936, 65040, 65805, 52090, 70124, 21670, 52276, 44114, 83066, 71224, 74499, 56914, 54667, 96534, 46051, 47448, 94483, 85371, 55046, 86434, 68143, 71624, 89317, 77965, 19675","47299","98912,69376,14448,74826,"
85,"13561, 11269, 78154, 63405, 54339, 28789, 96381, 32970, 51545, 52875, 12028, 63054, 51064, 50733, 90108, 18741, 91174, 49542, 37555, 79528, 95675, 49221, 31234, 70998, 79005, 62968, 34554, 44477, 32002, 37201, 87221, 12211, 48265, 14923, 20667, 93624, 94270, 70717, 47848, 26273, 40808, 25375, 44902, 33426, 79315, 59341, 50389, 31301, 74017, 80513, 20703, 84601, 25037, 33936, 65040, 65805, 52090, 70124, 21670, 52276, 44114, 83066, 71224, 74499, 56914, 54667, 96534, 46051, 47448, 94483, 85371, 55046, 86434, 68143, 71624, 89317, 77965, 19675, 67868, 19652","47299","98912,69376,14448,74826,"
86,"13561, 11269, 78154, 63405, 54339, 28789, 96381, 32970, 51545, 52875, 12028, 63054, 51064, 50733, 90108, 18741, 91174, 49542, 37555, 79528, 95675, 49221, 31234, 70998, 79005, 62968, 34554, 44477, 32002, 37201, 87221, 12211, 48265, 14923, 20667, 93624, 94270, 70717, 47848, 26273, 40808, 25375, 44902, 33426, 79315, 59341, 50389, 31301, 74017, 80513, 20703, 84601, 25037, 33936, 65040, 65805, 52090, 70124, 21670, 52276, 44114, 83066, 71224, 74499, 56914, 54667, 96534, 46051, 47448, 94483, 85371, 55046, 86434, 68143, 71624, 89317, 77965, 19675, 67868, 19652","47299","98912,69376,14448,74826,"
87,"13561, 11269, 78154, 63405, 54339, 28789, 96381, 32970, 51545, 52875, 12028, 63054, 51064, 50733, 90108, 18741, 91174, 49542, 37555, 79528, 95675, 49221, 31234, 70998, 79005, 62968, 34554, 44477, 32002, 37201, 87221, 12211, 48265, 14923, 20667, 93624, 94270, 70717, 47848, 26273, 40808, 25375, 44902, 33426, 79315, 59341, 50389, 31301, 74017, 80513, 20703, 84601, 25037, 33936, 65040, 65805, 52090, 70124, 21670, 52276, 44114, 83066, 71224, 74499, 56914, 54667, 96534, 46051, 47448, 94483, 85371, 55046, 86434, 68143, 71624, 89317, 77965, 19675, 67868, 19652","47299","98912,69376,14448,74826,"
88,"13561, 11269, 78154, 63405, 54339, 28789, 96381, 32970, 51545, 52875, 12028, 63054, 51064, 50733, 90108, 18741, 91174, 49542, 37555, 79528, 95675, 49221, 31234, 70998, 79005, 62968, 34554, 44477, 32002, 37201, 87221, 12211, 48265, 14923, 20667, 93624, 94270, 70717, 47848, 26273, 40808, 25375, 44902, 33426, 79315, 59341, 50389, 31301, 74017, 80513, 20703, 84601, 25037, 33936, 65040, 65805, 52090, 70124, 21670, 52276, 44114, 83066, 71224, 74499, 56914, 54667, 96534, 46051, 47448, 94483, 85371, 55046, 86434, 68143, 71624, 89317, 77965, 19675, 67868, 19652","47299","98912,69376,14448,74826,"
89,"13561, 11269, 78154, 63405, 54339, 28789, 96381, 32970, 51545, 52875, 12028, 63054, 51064, 50733, 90108, 18741, 91174, 49542, 37555, 79528, 95675, 49221, 31234, 70998, 79005, 62968, 34554, 44477, 32002, 37201, 87221, 12211, 48265, 14923, 20667, 93624, 94270, 70717, 47848, 26273, 40808, 25375, 44902, 33426, 79315, 59341, 50389, 31301, 74017, 80513, 20703, 84601, 25037, 33936, 65040, 65805, 52090, 70124, 21670, 52276, 44114, 83066, 71224, 74499, 56914, 54667, 96534, 46051, 47448, 94483, 85371, 55046, 86434, 68143, 71624, 89317, 77965, 19675, 67868, 19652","47299","98912,69376,14448,74826,"
90,"13561, 11269, 78154, 63405, 54339, 28789, 96381, 32970, 51545, 52875, 12028, 63054, 51064, 50733, 90108, 18741, 91174, 49542, 37555, 79528, 95675, 49221, 31234, 70998, 79005, 62968, 34554, 44477, 32002, 37201, 87221, 12211, 48265, 14923, 20667, 93624, 94270, 70717, 47848, 26273, 40808, 25375, 44902, 33426, 79315, 59341, 50389, 31301, 74017, 80513, 20703, 84601, 25037, 33936, 65040, 65805, 52090, 70124, 21670, 52276, 44114, 83066, 71224, 74499, 56914, 54667, 96534, 46051, 47448, 94483, 85371, 55046, 86434, 68143, 71624, 89317, 77965, 19675, 67868, 19652","47299","98912,69376,14448,74826,"
91,"13561, 11269, 78154, 63405, 54339, 28789, 96381, 32970, 51545, 52875, 12028, 63054, 51064, 50733, 90108, 18741, 91174, 49542, 37555, 79528, 95675, 49221, 31234, 70998, 79005, 62968, 34554, 44477, 32002, 37201, 87221, 12211, 48265, 14923, 20667, 93624, 94270, 70717, 47848, 26273, 40808, 25375, 44902, 33426, 79315, 59341, 50389, 31301, 74017, 80513, 20703, 84601, 25037, 33936, 65040, 65805, 52090, 70124, 21670, 52276, 44114, 83066, 71224, 74499, 56914, 54667, 96534, 46051, 47448, 94483, 85371, 55046, 86434, 68143, 71624, 89317, 77965, 19675, 67868, 19652, 24952","47299","98912,69376,14448,74826,"
92,"13561, 11269, 78154, 63405, 54339, 28789, 96381, 32970, 51545, 52875, 12028, 63054, 51064, 50733, 90108, 18741, 91174, 49542, 37555, 79528, 95675, 49221, 31234, 70998, 79005, 62968, 34554, 44477, 32002, 37201, 87221, 12211, 48265, 14923, 20667, 93624, 94270, 70717, 47848, 26273, 40808, 25375, 44902, 33426, 79315, 59341, 50389, 31301, 74017, 80513, 20703, 84601, 25037, 33936, 65040, 65805, 52090, 70124, 21670, 52276, 44114, 83066, 71224, 74499, 56914, 54667, 96534, 46051, 47448, 94483, 85371, 55046, 86434, 68143, 71624, 89317, 77965, 19675, 67868, 19652, 24952","47299","98912,69376,14448,74826,"
93,"13561, 11269, 78154, 63405, 54339, 28789, 96381, 32970, 51545, 52875, 12028, 63054, 51064, 50733, 90108, 18741, 91174, 49542, 37555, 79528, 95675, 49221, 31234, 70998, 79005, 62968, 34554, 44477, 32002, 37201, 87221, 12211, 48265, 14923, 20667, 93624, 94270, 70717, 47848, 26273, 40808, 25375, 44902, 33426, 79315, 59341, 50389, 31301, 74017, 80513, 20703, 84601, 25037, 33936, 65040, 65805, 52090, 70124, 21670, 52276, 44114, 83066, 71224, 74499, 56914, 54667, 96534, 46051, 47448, 94483, 85371, 55046, 86434, 68143, 71624, 89317, 77965, 19675, 67868, 19652, 24952, 23938","47299","98912,69376,14448,74826,47299,"
94,"11269, 78154, 63405, 54339, 28789, 96381, 32970, 51545, 52875, 12028, 63054, 51064, 50733, 90108, 18741, 91174, 49542, 37555, 79528, 95675, 49221, 31234, 70998, 79005, 62968, 34554, 44477, 32002, 37201, 87221, 12211, 48265, 14923, 20667, 93624, 94270, 70717, 47848, 26273, 40808, 25375, 44902, 33426, 79315, 59341, 50389, 31301, 74017, 80513, 20703, 84601, 25037, 33936, 65040, 65805, 52090, 70124, 21670, 52276, 44114, 83066, 71224, 74499, 56914, 54667, 96534, 46051, 47448, 94483, 85371, 55046, 86434, 68143, 71624, 89317, 77965, 19675, 67868, 19652, 24952, 23938, 54099, 53662","13561","98912,69376,14448,74826,47299,"
95,"11269, 78154, 63405, 54339, 28789, 96381, 32970, 51545, 52875, 12028, 63054, 51064, 50733, 90108, 18741, 91174, 49542, 37555, 79528, 95675, 49221, 31234, 70998, 79005, 62968, 34554, 44477, 32002, 37201, 87221, 12211, 48265, 14923, 20667, 93624, 94270, 70717, 47848, 26273, 40808, 25375, 44902, 33426, 79315, 59341, 50389, 31301, 74017, 80513, 20703, 84601, 25037, 33936, 65040, 65805, 52090, 70124, 21670, 52276, 44114, 83066, 71224, 74499, 56914, 54667, 96534, 46051, 47448, 94483, 85371, 55046, 86434, 68143, 71624, 89317, 77965, 19675, 67868, 19652, 24952, 23938, 54099, 53662, 80982, 27696","13561","98912,69376,14448,74826,47299,"
96,"11269, 78154, 63405, 54339, 28789, 96381, 32970, 51545, 52875, 12028, 63054, 51064, 50733, 90108, 18741, 91174, 49542, 37555, 79528, 95675, 49221, 31234, 70998, 79005, 62968, 34554, 44477, 32002, 37201, 87221, 12211, 48265, 14923, 20667, 93624, 94270, 70717, 47848, 26273, 40808, 25375, 44902, 33426, 79315, 59341, 50389, 31301, 74017, 80513, 20703, 84601, 25037, 33936, 65040, 65805, 52090, 70124, 21670, 52276, 44114, 83066, 71224, 74499, 56914, 54667, 96534, 46051, 47448, 94483, 85371, 55046, 86434, 68143, 71624, 89317, 77965, 19675, 67868, 19652, 24952, 23938, 54099, 53662, 80982, 27696, 58124, 14303","13561","98912,69376,14448,74826,47299,"
97,"11269, 78154, 63405, 54339, 28789, 96381, 32970, 51545, 52875, 12028, 63054, 51064, 50733, 90108, 18741, 91174, 49542, 37555, 79528, 95675, 49221, 31234, 70998, 79005, 62968, 34554, 44477, 32002, 37201, 87221, 12211, 48265, 14923, 20667, 93624, 94270, 70717, 47848, 26273, 40808, 25375, 44902, 33426, 79315, 59341, 50389, 31301, 74017, 80513, 20703, 84601, 25037, 33936, 65040, 65805, 52090, 70124, 21670, 52276, 44114, 83066, 71224, 74499, 56914, 54667, 96534, 46051, 47448, 94483, 85371, 55046, 86434, 68143, 71624, 89317, 77965, 19675, 67868, 19652, 24952, 23938, 54099, 53662, 80982, 27696, 58124, 14303, 14037, 88974","13561","98912,69376,14448,74826,47299,"
98,"11269, 78154, 63405, 54339, 28789, 96381, 32970, 51545, 52875, 12028, 63054, 51064, 50733, 90108, 18741, 91174, 49542, 37555, 79528, 95675, 49221, 31234, 70998, 79005, 62968, 34554, 44477, 32002, 37201, 87221, 12211, 48265, 14923, 20667, 93624, 94270, 70717, 47848, 26273, 40808, 25375, 44902, 33426, 79315, 59341, 50389, 31301, 74017, 80513, 20703, 84601, 25037, 33936, 65040, 65805, 52090, 70124, 21670, 52276, 44114, 83066, 71224, 74499, 56914, 54667, 96534, 46051, 47448, 94483, 85371, 55046, 86434, 68143, 71624, 89317, 77965, 19675, 67868, 19652, 24952, 23938, 54099, 53662, 80982, 27696, 58124, 14303, 14037, 88974, 24202","13561","98912,69376,14448,74826,47299,"
99,"11269, 78154, 63405, 54339, 28789, 96381, 32970, 51545, 52875, 12028, 63054, 51064, 50733, 90108, 18741, 91174, 49542, 37555, 79528, 95675, 49221, 31234, 70998, 79005, 62968, 34554, 44477, 32002, 37201, 87221, 12211, 48265, 14923, 20667, 93624, 94270, 70717, 47848, 26273, 40808, 25375, 44902, 33426, 79315, 59341, 50389, 31301, 74017, 80513, 20703, 84601, 25037, 33936, 65040, 65805, 52090, 70124, 21670, 52276, 44114, 83066, 71224, 74499, 56914, 54667, 96534, 46051, 47448, 94483, 85371, 55046, 86434, 68143, 71624, 89317, 77965, 19675, 67868, 19652, 24952, 23938, 54099, 53662, 80982, 27696, 58124, 14303, 14037, 88974, 24202, 85419, 12330","13561","98912,69376,14448,74826,47299,"
100,"11269, 78154, 63405, 54339, 28789, 96381, 32970, 51545, 52875, 12028, 63054, 51064, 50733, 90108, 18741, 91174, 49542, 37555, 79528, 95675, 49221, 31234, 70998, 79005, 62968, 34554, 44477, 32002, 37201, 87221, 12211, 48265, 14923, 20667, 93624, 94270, 70717, 47848, 26273, 40808, 25375, 44902, 33426, 79315, 59341, 50389, 31301, 74017, 80513, 20703, 84601, 25037, 33936, 65040, 65805, 52090, 70124, 21670, 52276, 44114, 83066, 71224, 74499, 56914, 54667, 96534, 46051, 47448, 94483, 85371, 55046, 86434, 68143, 71624, 89317, 77965, 19675, 67868, 19652, 24952, 23938, 54099, 53662, 80982, 27696, 58124, 14303, 14037, 88974, 24202, 85419, 12330, 28269, 53275","13561","98912,69376,14448,74826,47299,"
101,"11269, 78154, 63405, 54339, 28789, 96381, 32970, 51545, 52875, 12028, 63054, 51064, 50733, 90108, 18741, 91174, 49542, 37555, 79528, 95675, 49221, 31234, 70998, 79005, 62968, 34554, 44477, 32002, 37201, 87221, 12211, 48265, 14923, 20667, 93624, 94270, 70717, 47848, 26273, 40808, 25375, 44902, 33426, 79315, 59341, 50389, 31301, 74017, 80513, 20703, 84601, 25037, 33936, 65040, 65805, 52090, 70124, 21670, 52276, 44114, 83066, 71224, 74499, 56914, 54667, 96534, 46051, 47448, 94483, 85371, 55046, 86434, 68143, 71624, 89317, 77965, 19675, 67868, 19652, 24952, 23938, 54099, 53662, 80982, 27696, 58124, 14303, 14037, 88974, 24202, 85419, 12330, 28269, 53275","13561","98912,69376,14448,74826,47299,"
102,"11269, 78154, 63405, 54339, 28789, 96381, 32970, 51545, 52875, 12028, 63054, 51064, 50733, 90108, 18741, 91174, 49542, 37555, 79528, 95675, 49221, 31234, 70998, 79005, 62968, 34554, 44477, 32002, 37201, 87221, 12211, 48265, 14923, 20667, 93624, 94270, 70717, 47848, 26273, 40808, 25375, 44902, 33426, 79315, 59341, 50389, 31301, 74017, 80513, 20703, 84601, 25037, 33936, 65040, 65805, 52090, 70124, 21670, 52276, 44114, 83066, 71224, 74499, 56914, 54667, 96534, 46051, 47448, 94483, 85371, 55046, 86434, 68143, 71624, 89317, 77965, 19675, 67868, 19652, 24952, 23938, 54099, 53662, 80982, 27696, 58124, 14303, 14037, 88974, 24202, 85419, 12330, 28269, 53275","13561","98912,69376,14448,74826,47299,"
103,"11269, 78154, 63405, 54339, 28789, 96381, 32970, 51545, 52875, 12028, 63054, 51064, 50733, 90108, 18741, 91174, 49542, 37555, 79528, 95675, 49221, 31234, 70998, 79005, 62968, 34554, 44477, 32002, 37201, 87221, 12211, 48265, 14923, 20667, 93624, 94270, 70717, 47848, 26273, 40808, 25375, 44902, 33426, 79315, 59341, 50389, 31301, 74017, 80513, 20703, 84601, 25037, 33936, 65040, 65805, 52090, 70124, 21670, 52276, 44114, 83066, 71224, 74499, 56914, 54667, 96534, 46051, 47448, 94483, 85371, 55046, 86434, 68143, 71624, 89317, 77965, 19675, 67868, 19652, 24952, 23938, 54099, 53662, 80982, 27696, 58124, 14303, 14037, 88974, 24202, 85419, 12330, 28269, 53275","13561","98912,69376,14448,74826,47299,"
104,"11269, 78154, 63405, 54339, 28789, 96381, 32970, 51545, 52875, 12028, 63054, 51064, 50733, 90108, 18741, 91174, 49542, 37555, 79528, 95675, 49221, 31234, 70998, 79005, 62968, 34554, 44477, 32002, 37201, 87221, 12211, 48265, 14923, 20667, 93624, 94270, 70717, 47848, 26273, 40808, 25375, 44902, 33426, 79315, 59341, 50389, 31301, 74017, 80513, 20703, 84601, 25037, 33936, 65040, 65805, 52090, 70124, 21670, 52276, 44114, 83066, 71224, 74499, 56914, 54667, 96534, 46051, 47448, 94483, 85371, 55046, 86434, 68143, 71624, 89317, 77965, 19675, 67868, 19652, 24952, 23938, 54099, 53662, 80982, 27696, 58124, 14303, 14037, 88974, 24202, 85419, 12330, 28269, 53275","13561","98912,69376,14448,74826,47299,"
105,"11269, 78154, 63405, 54339, 28789, 96381, 32970, 51545, 52875, 12028, 63054, 51064, 50733, 90108, 18741, 91174, 49542, 37555, 79528, 95675, 49221, 31234, 70998, 79005, 62968, 34554, 44477, 32002, 37201, 87221, 12211, 48265, 14923, 20667, 93624, 94270, 70717, 47848, 26273, 40808, 25375, 44902, 33426, 79315, 59341, 50389, 31301, 74017, 80513, 20703, 84601, 25037, 33936, 65040, 65805, 52090, 70124, 21670, 52276, 44114, 83066, 71224, 74499, 56914, 54667, 96534, 46051, 47448, 94483, 85371, 55046, 86434, 68143, 71624, 89317, 77965, 19675, 67868, 19652, 24952, 23938, 54099, 53662, 80982, 27696, 58124, 14303, 14037, 88974, 24202, 85419, 12330, 28269, 53275","13561","98912,69376,14448,74826,47299,"
106,"11269, 78154, 63405, 54339, 28789, 96381, 32970, 51545, 52875, 12028, 63054, 51064, 50733, 90108, 18741, 91174, 49542, 37555, 79528, 95675, 49221, 31234, 70998, 79005, 62968, 34554, 44477, 32002, 37201, 87221, 12211, 48265, 14923, 20667, 93624, 94270, 70717, 47848, 26273, 40808, 25375, 44902, 33426, 79315, 59341, 50389, 31301, 74017, 80513, 20703, 84601, 25037, 33936, 65040, 65805, 52090, 70124, 21670, 52276, 44114, 83066, 71224, 74499, 56914, 54667, 96534, 46051, 47448, 94483, 85371, 55046, 86434, 68143, 71624, 89317, 77965, 19675, 67868, 19652, 24952, 23938, 54099, 53662, 80982, 27696, 58124, 14303, 14037, 88974, 24202, 85419, 12330, 28269, 53275","13561","98912,69376,14448,74826,47299,"
107,"11269, 78154, 63405, 54339, 28789, 96381, 32970, 51545, 52875, 12028, 63054, 51064, 50733, 90108, 18741, 91174, 49542, 37555, 79528, 95675, 49221, 31234, 70998, 79005, 62968, 34554, 44477, 32002, 37201, 87221, 12211, 48265, 14923, 20667, 93624, 94270, 70717, 47848, 26273, 40808, 25375, 44902, 33426, 79315, 59341, 50389, 31301, 74017, 80513, 20703, 84601, 25037, 33936, 65040, 65805, 52090, 70124, 21670, 52276, 44114, 83066, 71224, 74499, 56914, 54667, 96534, 46051, 47448, 94483, 85371, 55046, 86434, 68143, 71624, 89317, 77965, 19675, 67868, 19652, 24952, 23938, 54099, 53662, 80982, 27696, 58124, 14303, 14037, 88974, 24202, 85419, 12330, 28269, 53275","13561","98912,69376,14448,74826,47299,"
108,"11269, 78154, 63405, 54339, 28789, 96381, 32970, 51545, 52875, 12028, 63054, 51064, 50733, 90108, 18741, 91174, 49542, 37555, 79528, 95675, 49221, 31234, 70998, 79005, 62968, 34554, 44477, 32002, 37201, 87221, 12211, 48265, 14923, 20667, 93624, 94270, 70717, 47848, 26273, 40808, 25375, 44902, 33426, 79315, 59341, 50389, 31301, 74017, 80513, 20703, 84601, 25037, 33936, 65040, 65805, 52090, 70124, 21670, 52276, 44114, 83066, 71224, 74499, 56914, 54667, 96534, 46051, 47448, 94483, 85371, 55046, 86434, 68143, 71624, 89317, 77965, 19675, 67868, 19652, 24952, 23938, 54099, 53662, 80982, 27696, 58124, 14303, 14037, 88974, 24202, 85419, 12330, 28269, 53275","13561","98912,69376,14448,74826,47299,"
109,"11269, 78154, 63405, 54339, 28789, 96381, 32970, 51545, 52875, 12028, 63054, 51064, 50733, 90108, 18741, 91174, 49542, 37555, 79528, 95675, 49221, 31234, 70998, 79005, 62968, 34554, 44477, 32002, 37201, 87221, 12211, 48265, 14923, 20667, 93624, 94270, 70717, 47848, 26273, 40808, 25375, 44902, 33426, 79315, 59341, 50389, 31301, 74017, 80513, 20703, 84601, 25037, 33936, 65040, 65805, 52090, 70124, 21670, 52276, 44114, 83066, 71224, 74499, 56914, 54667, 96534, 46051, 47448, 94483, 85371, 55046, 86434, 68143, 71624, 89317, 77965, 19675, 67868, 19652, 24952, 23938, 54099, 53662, 80982, 27696, 58124, 14303, 14037, 88974, 24202, 85419, 12330, 28269, 53275","13561","98912,69376,14448,74826,47299,"
110,"11269, 78154, 63405, 54339, 28789, 96381, 32970, 51545, 52875, 12028, 63054, 51064, 50733, 90108, 18741, 91174, 49542, 37555, 79528, 95675, 49221, 31234, 70998, 79005, 62968, 34554, 44477, 32002, 37201, 87221, 12211, 48265, 14923, 20667, 93624, 94270, 70717, 47848, 26273, 40808, 25375, 44902, 33426, 79315, 59341, 50389, 31301, 74017, 80513, 20703, 84601, 25037, 33936, 65040, 65805, 52090, 70124, 21670, 52276, 44114, 83066, 71224, 74499, 56914, 54667, 96534, 46051, 47448, 94483, 85371, 55046, 86434, 68143, 71624, 89317, 77965, 19675, 67868, 19652, 24952, 23938, 54099, 53662, 80982, 27696, 58124, 14303, 14037, 88974, 24202, 85419, 12330, 28269, 53275","13561","98912,69376,14448,74826,47299,"
111,"11269, 78154, 63405, 54339, 28789, 96381, 32970, 51545, 52875, 12028, 63054, 51064, 50733, 90108, 18741, 91174, 49542, 37555, 79528, 95675, 49221, 31234, 70998, 79005, 62968, 34554, 44477, 32002, 37201, 87221, 12211, 48265, 14923, 20667, 93624, 94270, 70717, 47848, 26273, 40808, 25375, 44902, 33426, 79315, 59341, 50389, 31301, 74017, 80513, 20703, 84601, 25037, 33936, 65040, 65805, 52090, 70124, 21670, 52276, 44114, 83066, 71224, 74499, 56914, 54667, 96534, 46051, 47448, 94483, 85371, 55046, 86434, 68143, 71624, 89317, 77965, 19675, 67868, 19652, 24952, 23938, 54099, 53662, 80982, 27696, 58124, 14303, 14037, 88974, 24202, 85419, 12330, 28269, 53275","13561","98912,69376,14448,74826,47299,"
112,"11269, 78154, 63405, 54339, 28789, 96381, 32970, 51545, 52875, 12028, 63054, 51064, 50733, 90108, 18741, 91174, 49542, 37555, 79528, 95675, 49221, 31234, 70998, 79005, 62968, 34554, 44477, 32002, 37201, 87221, 12211, 48265, 14923, 20667, 93624, 94270, 70717, 47848, 26273, 40808, 25375, 44902, 33426, 79315, 59341, 50389, 31301, 74017, 80513, 20703, 84601, 25037, 33936, 65040, 65805, 52090, 70124, 21670, 52276, 44114, 83066, 71224, 74499, 56914, 54667, 96534, 46051, 47448, 94483, 85371, 55046, 86434, 68143, 71624, 89317, 77965, 19675, 67868, 19652, 24952, 23938, 54099, 53662, 80982, 27696, 58124, 14303, 14037, 88974, 24202, 85419, 12330, 28269, 53275","13561","98912,69376,14448,74826,47299,"
113,"11269, 78154, 63405, 54339, 28789, 96381, 32970, 51545, 52875, 12028, 63054, 51064, 50733, 90108, 18741, 91174, 49542, 37555, 79528, 95675, 49221, 31234, 70998, 79005, 62968, 34554, 44477, 32002, 37201, 87221, 12211, 48265, 14923, 20667, 93624, 94270, 70717, 47848, 26273, 40808, 25375, 44902, 33426, 79315, 59341, 50389, 31301, 74017, 80513, 20703, 84601, 25037, 33936, 65040, 65805, 52090, 70124, 21670, 52276, 44114, 83066, 71224, 74499, 56914, 54667, 96534, 46051, 47448, 94483, 85371, 55046, 86434, 68143, 71624, 89317, 77965, 19675, 67868, 19652, 24952, 23938, 54099, 53662, 80982, 27696, 58124, 14303, 14037, 88974, 24202, 85419, 12330, 28269, 53275","13561","98912,69376,14448,74826,47299,"
